snapshot_date,split_id,protocol,seed,subject,partition,idx,label,label_raw,T,mean_contact,frames_allzero_ratio,frames_allone_ratio,active_ch_mean,active_ch_std
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,2,FREE,FREE,190,0.19252971,0.510526,0.000000,23.873684,30.436731
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,20,COMMITTED,COMMITTED,292,0.22359700,0.222603,0.000000,27.726027,27.278628
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,21,SING,SING,148,0.16979076,0.074324,0.000000,21.054054,22.205059
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,22,BIRTHDAY,BIRTHDAY,281,0.23272299,0.277580,0.000000,28.857651,28.069963
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,23,SEAT,SEAT,151,0.25555437,0.112583,0.000000,31.688742,26.221720
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,24,OUT,OUT,130,0.19683623,0.407692,0.000000,24.407692,25.299649
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,25,CHEVY,CHEVY,191,0.24611552,0.272251,0.000000,30.518325,27.299932
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,26,HAVING,HAVING,199,0.21340574,0.251256,0.000000,26.462312,22.389816
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,27,KNEE,KNEE,158,0.24407922,0.069620,0.000000,30.265823,24.005647
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,28,LOCATION,LOCATION,226,0.15540251,0.292035,0.000000,19.269912,20.397438
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,29,WRONG,WRONG,210,0.13102919,0.238095,0.000000,16.247619,19.530577
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,3,RICH,RICH,197,0.11699689,0.492386,0.000000,14.507614,19.386431
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,30,YEARS,YEARS,182,0.11573910,0.390110,0.000000,14.351648,17.405868
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,31,VENTILATION,VENTILATION,284,0.21092685,0.169014,0.000000,26.154930,24.091169
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,32,OUR,OUR,154,0.07572266,0.344156,0.000000,9.389610,13.950893
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,33,PSYCHIATRIST,PSYCHIATRIST,385,0.21409719,0.148052,0.000000,26.548052,22.972562
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,34,CHILLS,CHILLS,182,0.14702233,0.379121,0.000000,18.230769,19.665934
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,35,STAGE,STAGE,148,0.31309939,0.229730,0.000000,38.824324,26.852630
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,36,STATEMENT,STATEMENT,240,0.31942204,0.141667,0.000000,39.608333,25.594529
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,37,DETAILS,DETAILS,231,0.24507750,0.216450,0.000000,30.389610,27.033644
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,38,CONFIDENTIAL,CONFIDENTIAL,297,0.22865754,0.188552,0.000000,28.353535,25.020388
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,39,STORE,STORE,155,0.18511967,0.283871,0.000000,22.954839,25.929269
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,4,ORGANIZE,ORGANIZE,302,0.17130421,0.384106,0.000000,21.241722,22.769021
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,40,PRICE,PRICE,185,0.18761988,0.264865,0.000000,23.264865,23.311524
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,41,VISIT,VISIT,173,0.20385046,0.277457,0.000000,25.277457,24.314733
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,42,HIS,HIS,127,0.13315977,0.031496,0.000000,16.511811,15.252141
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,43,WAR,WAR,133,0.11745089,0.270677,0.000000,14.563910,13.747647
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,44,INJUSTICE,INJUSTICE,240,0.23346774,0.233333,0.000000,28.950000,22.836137
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,45,TELL,TELL,147,0.22185648,0.013605,0.000000,27.510204,26.893938
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,46,PARTY,PARTY,155,0.17398543,0.316129,0.000000,21.574194,21.689881
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,47,DASHING,DASHING,205,0.22246263,0.175610,0.000000,27.585366,19.364760
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,48,DUE,DUE,137,0.27778432,0.204380,0.000000,34.445255,23.818633
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,49,OCCUR,OCCUR,158,0.16690486,0.354430,0.000000,20.696203,23.883872
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,5,OLD,OLD,157,0.11228683,0.528662,0.000000,13.923567,20.139179
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,6,CAMERA,CAMERA,223,0.16704036,0.206278,0.000000,20.713004,19.259804
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,7,HARD,HARD,168,0.24207949,0.238095,0.000000,30.017857,27.860083
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,8,ANSWERED,ANSWERED,248,0.24590271,0.129032,0.000000,30.491935,24.381873
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,competition,9,SPORT,SPORT,185,0.20052310,0.410811,0.000000,24.864865,27.252535
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,0,TRAVEL,TRAVEL,251,0.21430407,0.422311,0.000000,26.573705,28.880395
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1,FRIEND,FRIEND,271,0.10254732,0.527675,0.000000,12.715867,19.173044
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,10,WELL,WELL,208,0.10809553,0.461538,0.000000,13.403846,19.940064
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,100,EXCHANGE,EXCHANGE,310,0.26547867,0.129032,0.000000,32.919355,22.639317
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1000,ALLOTTED,ALLOTTED,238,0.22966929,0.071429,0.000000,28.478992,27.601105
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1001,MIGHTIER,MIGHTIER,243,0.22275322,0.131687,0.000000,27.621399,27.750295
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1002,SHOUTING,SHOUTING,240,0.26014785,0.050000,0.000000,32.258333,24.093047
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1003,ENTER,ENTER,168,0.27040131,0.041667,0.000000,33.529762,23.984848
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1004,WE,WE,120,0.18319892,0.258333,0.000000,22.716667,23.223617
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1005,SLIP,SLIP,147,0.14159535,0.312925,0.000000,17.557823,20.155224
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1006,BEWARE,BEWARE,210,0.25898618,0.085714,0.000000,32.114286,21.910778
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1007,TRANSIT,TRANSIT,219,0.22599057,0.022831,0.000000,28.022831,19.115951
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1008,FELL,FELL,140,0.10357143,0.300000,0.000000,12.842857,18.051225
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1009,SENT,SENT,131,0.22414430,0.229008,0.000000,27.793893,23.103061
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,101,MYSTERY,MYSTERY,282,0.11384695,0.556738,0.000000,14.117021,23.381142
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1010,SWORD,SWORD,166,0.16080451,0.397590,0.000000,19.939759,22.293956
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1011,HAMBURGER,HAMBURGER,251,0.22474618,0.187251,0.000000,27.868526,25.065386
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1012,KNOW,KNOW,156,0.15503515,0.147436,0.000000,19.224359,14.887430
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1013,PLUG,PLUG,136,0.26085152,0.191176,0.000000,32.345588,25.011873
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1014,WITHOUT,WITHOUT,232,0.26970940,0.172414,0.000000,33.443966,28.678004
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1015,INDEX,INDEX,152,0.23349958,0.269737,0.000000,28.953947,25.115611
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1016,GET,GET,148,0.34236051,0.304054,0.000000,42.452703,33.779959
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1017,SHEDS,SHEDS,197,0.27218765,0.314721,0.000000,33.751269,31.535397
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1018,CHALLENGED,CHALLENGED,300,0.30537634,0.140000,0.000000,37.866667,26.205894
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1019,SENTENCE,SENTENCE,230,0.33345021,0.160870,0.000000,41.347826,27.356279
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,102,SHARP,SHARP,200,0.15532258,0.370000,0.000000,19.260000,21.109060
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1020,SYLLABUS,SYLLABUS,264,0.16581134,0.253788,0.000000,20.560606,20.832033
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1021,SIT,SIT,127,0.18389637,0.275591,0.000000,22.803150,25.282043
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1022,NOSE,NOSE,140,0.16140553,0.250000,0.000000,20.014286,24.887170
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1023,DISTURBANCE,DISTURBANCE,337,0.30307744,0.103858,0.000000,37.581602,24.893363
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1024,DELIVERY,DELIVERY,270,0.21589008,0.255556,0.000000,26.770370,26.326705
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1025,NO,NO,113,0.02133885,0.530973,0.000000,2.646018,5.934630
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1026,ACCIDENT,ACCIDENT,239,0.27918747,0.209205,0.000000,34.619247,24.927372
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1027,PROVIDE,PROVIDE,224,0.21176555,0.160714,0.000000,26.258929,24.854486
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1028,SEMINARS,SEMINARS,239,0.12167634,0.359833,0.000000,15.087866,17.312916
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1029,AN,AN,110,0.12008798,0.372727,0.000000,14.890909,18.597334
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,103,KNEE,KNEE,183,0.25991539,0.284153,0.000000,32.229508,25.888407
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1030,DRESS,DRESS,189,0.21740058,0.275132,0.000000,26.957672,24.038952
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1031,TOSS,TOSS,146,0.18912947,0.212329,0.000000,23.452055,22.224595
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1032,BROWN,BROWN,165,0.12473118,0.266667,0.000000,15.466667,16.918533
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1033,HOUSE,HOUSE,156,0.22017163,0.192308,0.000000,27.301282,22.531579
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1034,FRIENDLY,FRIENDLY,232,0.13296023,0.387931,0.000000,16.487069,22.768698
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1035,ENOUGH,ENOUGH,186,0.27566771,0.150538,0.000000,34.182796,24.758162
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1036,BUS,BUS,129,0.20423856,0.217054,0.000000,25.325581,22.062337
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1037,SEASONED,SEASONED,235,0.25370625,0.217021,0.000000,31.459574,26.725903
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1038,MIDNIGHT,MIDNIGHT,226,0.24425492,0.181416,0.000000,30.287611,26.231298
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1039,PROBLEM,PROBLEM,206,0.16814125,0.000000,0.000000,20.849515,19.821085
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,104,YARD,YARD,179,0.13673635,0.474860,0.000000,16.955307,24.391092
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1040,WINDY,WINDY,172,0.14661478,0.238372,0.000000,18.180233,20.251531
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1041,CLOSED,CLOSED,179,0.21895837,0.268156,0.000000,27.150838,26.587993
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1042,JONES,JONES,146,0.21691339,0.109589,0.000000,26.897260,19.767390
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1043,MISSED,MISSED,154,0.19255341,0.155844,0.000000,23.876623,23.264802
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1044,KNEES,KNEES,162,0.27016129,0.000000,0.000000,33.500000,20.199086
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1045,STEEP,STEEP,151,0.35414441,0.066225,0.000000,43.913907,24.850797
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1046,WALK,WALK,139,0.14487120,0.179856,0.000000,17.964029,14.944218
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1047,DID,DID,122,0.25760180,0.204918,0.000000,31.942623,25.168383
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1048,EVERYWHERE,EVERYWHERE,347,0.25590313,0.149856,0.000000,31.731988,23.932306
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1049,FIND,FIND,146,0.14168140,0.452055,0.000000,17.568493,21.412424
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,105,SUBJECT,SUBJECT,288,0.31555220,0.253472,0.000000,39.128472,28.836961
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1050,SAM,SAM,116,0.06243048,0.594828,0.000000,7.741379,11.520687
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1051,ON,ON,110,0.05234604,0.600000,0.000000,6.490909,12.563110
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1052,WINTER,WINTER,187,0.21131620,0.240642,0.000000,26.203209,25.226490
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1053,LOST,LOST,130,0.16445409,0.292308,0.000000,20.392308,23.758560
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1054,SAFE,SAFE,139,0.19151775,0.237410,0.000000,23.748201,21.493547
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1055,THIN,THIN,144,0.19741263,0.229167,0.000000,24.479167,21.182399
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1056,QUACKS,QUACKS,180,0.30492832,0.088889,0.000000,37.811111,21.259453
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1057,FASTER,FASTER,163,0.21101326,0.190184,0.000000,26.165644,24.328091
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1058,GIVE,GIVE,156,0.30655500,0.166667,0.000000,38.012821,28.601593
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1059,CONSCIENCE,CONSCIENCE,298,0.25838926,0.083893,0.000000,32.040268,23.113342
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,106,SIGN,SIGN,188,0.12182567,0.468085,0.000000,15.106383,21.418807
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1060,QUESTIONING,QUESTIONING,274,0.25362020,0.131387,0.000000,31.448905,22.759917
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1061,CANNOT,CANNOT,176,0.26255499,0.125000,0.000000,32.556818,20.336855
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1062,WEB,WEB,143,0.24543199,0.174825,0.000000,30.433566,24.330061
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1063,PRESIDENTIAL,PRESIDENTIAL,318,0.24579022,0.147799,0.000000,30.477987,22.822624
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1064,DAY,DAY,123,0.13827695,0.398374,0.000000,17.146341,19.676110
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1065,FAX,FAX,133,0.09265098,0.443609,0.000000,11.488722,13.821970
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1066,HOURS,HOURS,185,0.15030514,0.329730,0.000000,18.637838,20.129947
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1067,TUMOR,TUMOR,169,0.15384615,0.437870,0.000000,19.076923,24.568947
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1068,BAD,BAD,120,0.25020161,0.200000,0.000000,31.025000,24.947098
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1069,REGISTERED,REGISTERED,276,0.29192964,0.253623,0.000000,36.199275,28.314873
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,107,FACE,FACE,182,0.20276498,0.362637,0.000000,25.142857,26.249677
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1070,COMMITTED,COMMITTED,246,0.26111330,0.195122,0.000000,32.378049,30.149077
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1071,JEDI,JEDI,165,0.21363636,0.327273,0.000000,26.490909,28.552688
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1072,BREATHING,BREATHING,261,0.29288716,0.149425,0.000000,36.318008,25.201913
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1073,YOU,YOU,131,0.08593942,0.488550,0.000000,10.656489,17.463056
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1074,INSURANCE,INSURANCE,263,0.20903348,0.212928,0.000000,25.920152,21.601236
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1075,PERSON,PERSON,186,0.17121922,0.166667,0.000000,21.231183,20.673220
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1076,LIKE,LIKE,148,0.17496731,0.317568,0.000000,21.695946,20.528378
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1077,EXAM,EXAM,143,0.14177758,0.062937,0.000000,17.580420,17.156789
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1078,FOG,FOG,120,0.13944892,0.300000,0.000000,17.291667,23.471045
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1079,PENALTY,PENALTY,201,0.22648853,0.203980,0.000000,28.084577,24.075913
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,108,BLAZED,BLAZED,216,0.27897252,0.175926,0.000000,34.592593,27.074498
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1080,COUNTRY,COUNTRY,213,0.19699379,0.215962,0.000000,24.427230,25.180114
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1081,FUEL,FUEL,139,0.16430726,0.287770,0.000000,20.374101,21.832677
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1082,FREQUENTLY,FREQUENTLY,302,0.25141530,0.301325,0.000000,31.175497,28.117522
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1083,RESULTS,RESULTS,195,0.23279570,0.205128,0.000000,28.866667,22.601626
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1084,LOOK,LOOK,139,0.05743792,0.539568,0.000000,7.122302,10.735848
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1085,SUNSET,SUNSET,186,0.23838016,0.209677,0.000000,29.559140,25.527326
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1086,SPACE,SPACE,178,0.27523559,0.241573,0.000000,34.129213,27.565043
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1087,PROPRIETOR,PROPRIETOR,298,0.18196579,0.288591,0.000000,22.563758,24.659921
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1088,USER,USER,139,0.14812021,0.215827,0.000000,18.366906,21.866549
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1089,THOROUGHLY,THOROUGHLY,340,0.19935958,0.273529,0.000000,24.720588,24.973896
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,109,VICTIMS,VICTIMS,258,0.16922981,0.341085,0.000000,20.984496,24.766658
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1090,OVERDRAWN,OVERDRAWN,327,0.17443524,0.232416,0.000000,21.629969,22.129051
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1091,EMPIRE,EMPIRE,189,0.20997611,0.132275,0.000000,26.037037,24.044353
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1092,BITES,BITES,167,0.25579486,0.149701,0.000000,31.718563,24.834515
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1093,NIGHT,NIGHT,170,0.25332068,0.252941,0.000000,31.411765,26.050988
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1094,BROWSER,BROWSER,233,0.17146615,0.197425,0.000000,21.261803,23.437162
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1095,ORDERED,ORDERED,218,0.26631400,0.321101,0.000000,33.022936,29.829399
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1096,GARBAGE,GARBAGE,216,0.29737903,0.101852,0.000000,36.875000,24.326828
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1097,BILL,BILL,147,0.08750274,0.346939,0.000000,10.850340,15.918737
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1098,PHRASES,PHRASES,228,0.21477080,0.214912,0.000000,26.631579,20.947622
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1099,EFFORT,EFFORT,178,0.18743204,0.168539,0.000000,23.241573,23.001296
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,11,COUPON,COUPON,251,0.16170801,0.302789,0.000000,20.051793,22.436127
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,110,SPRAWLING,SPRAWLING,347,0.17418890,0.262248,0.000000,21.599424,22.674448
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1100,SLIPPERY,SLIPPERY,231,0.18070102,0.277056,0.000000,22.406926,23.931156
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1101,COMPANIES,COMPANIES,284,0.23725011,0.116197,0.000000,29.419014,21.028580
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1102,IF,IF,129,0.05451363,0.434109,0.000000,6.759690,7.137384
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1103,EVERY,EVERY,182,0.22855370,0.291209,0.000000,28.340659,26.922036
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1104,SING,SING,137,0.19831646,0.277372,0.000000,24.591241,25.427600
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1105,COTTON,COTTON,180,0.23969534,0.000000,0.000000,29.722222,26.571718
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1106,MAXIMUM,MAXIMUM,216,0.11312724,0.240741,0.000000,14.027778,16.845407
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1107,JEWELS,JEWELS,210,0.24681260,0.166667,0.000000,30.604762,23.452505
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1108,WINDOW,WINDOW,191,0.19891066,0.188482,0.000000,24.664921,21.023118
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1109,OCEANS,OCEANS,222,0.23561465,0.211712,0.000000,29.216216,25.918064
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,111,BLOW,BLOW,187,0.13123167,0.363636,0.000000,16.272727,20.782949
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1110,ACCOMPANIED,ACCOMPANIED,333,0.27462947,0.186186,0.000000,34.054054,27.145533
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1111,BARRACKS,BARRACKS,235,0.22010981,0.114894,0.000000,27.293617,21.952050
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1112,ACCOUNT,ACCOUNT,192,0.27028730,0.145833,0.000000,33.515625,25.112243
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1113,WHILE,WHILE,177,0.20621469,0.231638,0.000000,25.570621,22.491350
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1114,DENIAL,DENIAL,180,0.21043907,0.211111,0.000000,26.094444,23.028170
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1115,PHENOMENON,PHENOMENON,352,0.19824505,0.113636,0.000000,24.582386,22.522944
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1116,CONTEST,CONTEST,212,0.29009434,0.113208,0.000000,35.971698,25.118946
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1117,KISSING,KISSING,223,0.23698105,0.161435,0.000000,29.385650,22.654634
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1118,BIRTHDAY,BIRTHDAY,264,0.25229106,0.261364,0.000000,31.284091,28.188468
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1119,ACCEPTANCE,ACCEPTANCE,286,0.37931423,0.108392,0.000000,47.034965,25.260576
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,112,SYSTEM,SYSTEM,222,0.15351642,0.324324,0.000000,19.036036,25.848285
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1120,BULLET,BULLET,179,0.28960173,0.145251,0.000000,35.910615,27.503232
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1121,DINOSAURS,DINOSAURS,299,0.16601036,0.224080,0.000000,20.585284,19.797687
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1122,COMING,COMING,195,0.16782465,0.287179,0.000000,20.810256,22.706373
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1123,DIPLOMACY,DIPLOMACY,307,0.14172008,0.364821,0.000000,17.573290,21.846153
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1124,CAPE,CAPE,140,0.25449309,0.207143,0.000000,31.557143,21.319767
2026-06-26,P2K_subj2_seed0_k1,P2K,0,subj2,test,1125,WANTS,WANTS,194,0.18024609,0.180412,0.000000,22.350515,20.662253
