dataset_id,view,idx,label,label_raw,T,mean_contact,frames_allzero_ratio,frames_allone_ratio,active_ch_mean,active_ch_std
john_2328,excluded,832,STRAINED,strained,321,0.12920812,0.454829,0.000000,16.021807,19.109363
john_2328,excluded,833,HER,her,222,0.10294972,0.581081,0.000000,12.765766,19.245430
john_2328,excluded,834,BATTLES,battles,272,0.17967268,0.430147,0.000000,22.279412,24.271955
john_2328,excluded,835,CARES,cares,238,0.10195853,0.546218,0.000000,12.642857,19.374314
john_2328,excluded,836,WRITING,writing,286,0.12798895,0.395105,0.000000,15.870629,19.315943
john_2328,excluded,837,BLUES,blues,247,0.13412564,0.530364,0.000000,16.631579,21.608728
john_2328,excluded,838,SILVER,silver,283,0.09574832,0.586572,0.000000,11.872792,19.642694
john_2328,excluded,839,RECEIPTS,receipts,336,0.21882200,0.327381,0.000000,27.133929,27.748926
john_2328,excluded,84,TRAINS,trains,257,0.07826032,0.591440,0.000000,9.704280,16.511937
john_2328,excluded,840,MAKEUP,makeup,305,0.16721311,0.340984,0.000000,20.734426,22.379403
john_2328,excluded,841,LIKE,like,226,0.08935198,0.601770,0.000000,11.079646,18.744269
john_2328,excluded,842,SLIPPERY,slippery,307,0.14295471,0.517915,0.000000,17.726384,24.539871
john_2328,excluded,843,RELUCTANT,reluctant,317,0.15124148,0.353312,0.000000,18.753943,20.949000
john_2328,excluded,844,BROWSER,browser,278,0.10420051,0.417266,0.000000,12.920863,18.152061
john_2328,excluded,845,THE,the,216,0.11536738,0.523148,0.000000,14.305556,19.380191
john_2328,excluded,846,OFFENDS,offends,280,0.10622120,0.575000,0.000000,13.171429,21.730638
john_2328,excluded,847,SIZE,size,243,0.07915173,0.592593,0.000000,9.814815,15.902567
john_2328,excluded,848,MACHINE,machine,268,0.16183197,0.391791,0.000000,20.067164,20.599122
john_2328,excluded,849,COMING,coming,259,0.09347366,0.548263,0.000000,11.590734,17.080619
john_2328,excluded,85,YEAR,year,257,0.08488139,0.642023,0.000000,10.525292,19.574271
john_2328,excluded,850,FACTS,facts,287,0.08781050,0.533101,0.000000,10.888502,17.043747
john_2328,excluded,851,PROVINCES,provinces,349,0.12424901,0.464183,0.000000,15.406877,20.537632
john_2328,excluded,852,CAPE,cape,234,0.10432175,0.576923,0.000000,12.935897,19.231611
john_2328,excluded,853,EVERY,every,274,0.11711208,0.500000,0.000000,14.521898,20.908069
john_2328,excluded,854,QUICK,quick,258,0.10530758,0.507752,0.000000,13.058140,19.331074
john_2328,excluded,855,FASTER,faster,289,0.10455966,0.539792,0.000000,12.965398,19.256209
john_2328,excluded,856,NEARBY,nearby,291,0.13798359,0.415808,0.000000,17.109966,23.378588
john_2328,excluded,857,GEL,gel,213,0.09669847,0.666667,0.000000,11.990610,20.252164
john_2328,excluded,858,MASK,mask,212,0.05044127,0.556604,0.000000,6.254717,10.726498
john_2328,excluded,859,HIGHER,higher,254,0.13662052,0.492126,0.000000,16.940945,21.427971
john_2328,excluded,86,PRIZE,prize,282,0.07218028,0.684397,0.000000,8.950355,17.215911
john_2328,excluded,860,WAVES,waves,291,0.14117060,0.577320,0.000000,17.505155,23.968102
john_2328,excluded,861,DIPPED,dipped,285,0.16066780,0.550877,0.000000,19.922807,25.783056
john_2328,excluded,862,SENTENCE,sentence,350,0.18688940,0.414286,0.000000,23.174286,26.337609
john_2328,excluded,863,MONTHLY,monthly,311,0.12838399,0.356913,0.000000,15.919614,20.302613
john_2328,excluded,864,DEWDROP,dewdrop,287,0.18846240,0.327526,0.000000,23.369338,23.773089
john_2328,excluded,865,REGISTRATION,registration,372,0.16120361,0.438172,0.000000,19.989247,24.091222
john_2328,excluded,866,EIGHT,eight,267,0.13842576,0.539326,0.000000,17.164794,23.397137
john_2328,excluded,867,FOLLOW,follow,273,0.05258183,0.622711,0.000000,6.520147,13.719073
john_2328,excluded,868,RINGS,rings,252,0.11632744,0.511905,0.000000,14.424603,20.006504
john_2328,excluded,869,BUCKLE,buckle,248,0.14633195,0.467742,0.000000,18.145161,22.262798
john_2328,excluded,87,FINGERS,fingers,352,0.14170180,0.528409,0.000000,17.571023,24.355921
john_2328,excluded,870,SPRAWLING,sprawling,327,0.14821939,0.296636,0.000000,18.379205,20.830536
john_2328,excluded,871,HARDEST,hardest,291,0.19249529,0.419244,0.000000,23.869416,25.645819
john_2328,excluded,872,FIT,fit,211,0.05840086,0.739336,0.000000,7.241706,16.188269
john_2328,excluded,873,AROUND,around,268,0.09030453,0.432836,0.000000,11.197761,15.802479
john_2328,excluded,874,AND,and,196,0.07644832,0.637755,0.000000,9.479592,16.686319
john_2328,excluded,875,EXERCISE,exercise,304,0.17038943,0.361842,0.000000,21.128289,24.214230
john_2328,excluded,876,RAINDROPS,raindrops,348,0.12511587,0.376437,0.000000,15.514368,19.633783
john_2328,excluded,877,KNOW,know,226,0.09973594,0.504425,0.000000,12.367257,20.344436
john_2328,excluded,878,CANADA,canada,275,0.11803519,0.509091,0.000000,14.636364,19.422352
john_2328,excluded,879,CONTRAST,contrast,316,0.12135055,0.477848,0.000000,15.047468,21.148532
john_2328,excluded,88,VISIT,visit,313,0.05683809,0.699681,0.000000,7.047923,13.737647
john_2328,excluded,880,MEDIEVAL,medieval,313,0.17917139,0.405751,0.000000,22.217252,24.943465
john_2328,excluded,881,EAST,east,224,0.09727823,0.607143,0.000000,12.062500,20.118968
john_2328,excluded,882,RETURN,return,284,0.14223648,0.443662,0.000000,17.637324,22.076982
john_2328,excluded,883,NOSE,nose,258,0.05038760,0.748062,0.000000,6.248062,14.856174
john_2328,excluded,884,SIX,six,176,0.07725440,0.664773,0.000000,9.579545,18.750892
john_2328,excluded,885,CONCENTRATE,concentrate,414,0.16388110,0.309179,0.000000,20.321256,22.392754
john_2328,excluded,886,SPEEDING,speeding,327,0.15418763,0.458716,0.000000,19.119266,22.999957
john_2328,excluded,887,WIN,win,179,0.06721932,0.681564,0.000000,8.335196,16.312227
john_2328,excluded,888,EMPIRE,empire,258,0.13018880,0.558140,0.000000,16.143411,22.311544
john_2328,excluded,889,OR,or,161,0.01748147,0.869565,0.000000,2.167702,6.640957
john_2328,excluded,89,OBJECTS,objects,347,0.15097146,0.458213,0.000000,18.720461,22.900982
john_2328,excluded,890,EFFORTS,efforts,300,0.07422043,0.563333,0.000000,9.203333,16.070324
john_2328,excluded,891,NIGHT,night,262,0.12730854,0.515267,0.000000,15.786260,22.868194
john_2328,excluded,892,OLD,old,204,0.05957464,0.794118,0.000000,7.387255,17.657472
john_2328,excluded,893,WERE,were,233,0.12200609,0.553648,0.000000,15.128755,20.012672
john_2328,excluded,894,RELATIONS,relations,325,0.11811414,0.476923,0.000000,14.646154,21.385855
john_2328,excluded,895,TOMORROW,tomorrow,320,0.07094254,0.590625,0.000000,8.796875,16.631653
john_2328,excluded,896,SHACK,shack,246,0.10808419,0.475610,0.000000,13.402439,18.120774
john_2328,excluded,897,POLITICAL,political,306,0.12876871,0.490196,0.000000,15.967320,22.546225
john_2328,excluded,898,IN,in,165,0.06422287,0.751515,0.000000,7.963636,18.279278
john_2328,excluded,899,SHRINE,shrine,257,0.09300866,0.536965,0.000000,11.533074,16.987747
john_2328,excluded,9,TRANSACTION,transaction,431,0.13919243,0.417633,0.000000,17.259861,22.383335
john_2328,excluded,90,ASKED,asked,282,0.10861359,0.517730,0.000000,13.468085,18.417365
john_2328,excluded,900,FUN,fun,213,0.08136453,0.605634,0.000000,10.089202,19.951032
john_2328,excluded,901,LIE,lie,232,0.07369299,0.741379,0.000000,9.137931,18.229569
john_2328,excluded,902,ANYMORE,anymore,356,0.09654766,0.516854,0.000000,11.971910,16.397941
john_2328,excluded,903,STABILITY,stability,335,0.15423688,0.495522,0.000000,19.125373,26.136766
john_2328,excluded,904,BEWARE,beware,272,0.12322106,0.492647,0.000000,15.279412,20.419206
john_2328,excluded,905,PREPARE,prepare,302,0.13106174,0.486755,0.000000,16.251656,20.572668
john_2328,excluded,906,WAR,war,207,0.06100982,0.613527,0.000000,7.565217,13.089596
john_2328,excluded,907,BUSY,busy,220,0.09794721,0.586364,0.000000,12.145455,19.475549
john_2328,excluded,908,IF,if,166,0.07117178,0.644578,0.000000,8.825301,16.864794
john_2328,excluded,909,ARE,are,195,0.06302730,0.702564,0.000000,7.815385,13.753760
john_2328,excluded,91,VERY,very,261,0.05472130,0.712644,0.000000,6.785441,15.295303
john_2328,excluded,910,PUBLISHED,published,333,0.16211373,0.414414,0.000000,20.102102,22.158217
john_2328,excluded,911,HEAT,heat,228,0.12602575,0.513158,0.000000,15.627193,21.716809
john_2328,excluded,912,MET,met,193,0.10976935,0.590674,0.000000,13.611399,21.785798
john_2328,excluded,913,PROFIT,profit,263,0.06693855,0.555133,0.000000,8.300380,14.909521
john_2328,excluded,914,ANIMAL,animal,223,0.06968755,0.591928,0.000000,8.641256,12.675901
john_2328,excluded,915,BORING,boring,251,0.10647732,0.501992,0.000000,13.203187,19.389141
john_2328,excluded,916,SHOULDERS,shoulders,394,0.10743819,0.540609,0.000000,13.322335,19.316629
john_2328,excluded,917,VERBS,verbs,250,0.09767742,0.572000,0.000000,12.112000,18.482301
john_2328,excluded,918,JUSTICE,justice,299,0.10969360,0.494983,0.000000,13.602007,18.632481
john_2328,excluded,919,SCENE,scene,264,0.12884897,0.553030,0.000000,15.977273,23.026818
john_2328,excluded,92,DATE,date,272,0.09905716,0.636029,0.000000,12.283088,19.830273
john_2328,excluded,920,ENLARGED,enlarged,338,0.12185054,0.452663,0.000000,15.109467,19.345424
john_2328,excluded,921,LIMIT,limit,259,0.07821647,0.652510,0.000000,9.698842,17.551085
john_2328,excluded,922,ANNOUNCE,announce,324,0.09440960,0.530864,0.000000,11.706790,18.269852
john_2328,excluded,923,WANTS,wants,274,0.10663409,0.583942,0.000000,13.222628,20.322888
john_2328,excluded,924,HISTORIC,historic,361,0.10407917,0.565097,0.000000,12.905817,19.671456
john_2328,excluded,925,PAINTINGS,paintings,360,0.15799731,0.419444,0.000000,19.591667,22.334140
john_2328,excluded,926,QUESTION,question,335,0.10924410,0.546269,0.000000,13.546269,21.304126
john_2328,excluded,927,BACK,back,245,0.06533904,0.555102,0.000000,8.102041,14.549346
john_2328,excluded,928,TASTE,taste,250,0.11448387,0.572000,0.000000,14.196000,20.991560
john_2328,excluded,929,BEARS,bears,235,0.11884008,0.536170,0.000000,14.736170,20.739277
john_2328,excluded,93,LIFE,life,233,0.06427385,0.626609,0.000000,7.969957,14.834247
john_2328,excluded,930,OCCASIONAL,occasional,344,0.09665698,0.505814,0.000000,11.985465,17.353115
john_2328,excluded,931,HANDICAPPED,handicapped,413,0.16285246,0.411622,0.000000,20.193705,23.389351
john_2328,excluded,932,PROVIDED,provided,326,0.12841381,0.472393,0.000000,15.923313,21.919896
john_2328,excluded,933,INDICATION,indication,344,0.12026444,0.514535,0.000000,14.912791,21.266128
john_2328,excluded,934,HELPS,helps,279,0.11287432,0.523297,0.000000,13.996416,20.319226
john_2328,excluded,935,EXAMPLE,example,279,0.11992716,0.483871,0.000000,14.870968,19.094685
john_2328,excluded,936,LENS,lens,244,0.06329323,0.709016,0.000000,7.848361,15.510624
john_2328,excluded,937,US,us,180,0.04547491,0.727778,0.000000,5.638889,12.374599
john_2328,excluded,938,AGREE,agree,278,0.11139476,0.521583,0.000000,13.812950,18.825999
john_2328,excluded,939,SPAGHETTI,spaghetti,347,0.24607232,0.334294,0.000000,30.512968,26.606899
john_2328,excluded,94,STICKER,sticker,302,0.19416257,0.417219,0.000000,24.076159,25.294114
john_2328,excluded,940,CONSEQUENCES,consequences,445,0.21266763,0.283146,0.000000,26.370787,23.967479
john_2328,excluded,941,SHIP,ship,219,0.09154515,0.607306,0.000000,11.351598,18.162876
john_2328,excluded,942,CIRCUMSTANCES,circumstances,470,0.15674331,0.348936,0.000000,19.436170,22.807501
john_2328,excluded,943,PRICE,price,233,0.11324934,0.519313,0.000000,14.042918,19.378273
john_2328,excluded,944,PRECAUTIONS,precautions,375,0.16017204,0.416000,0.000000,19.861333,22.768445
john_2328,excluded,945,WHY,why,206,0.10577826,0.611650,0.000000,13.116505,23.056411
john_2328,excluded,946,NUMBER,number,266,0.15783410,0.451128,0.000000,19.571429,23.911738
john_2328,excluded,947,PIES,pies,221,0.08476865,0.615385,0.000000,10.511312,17.313874
john_2328,excluded,948,CUPS,cups,259,0.07482252,0.586873,0.000000,9.277992,15.255860
john_2328,excluded,949,PSYCHIATRIST,psychiatrist,437,0.15108511,0.372998,0.000000,18.734554,22.321512
john_2328,excluded,95,THAT,that,269,0.11599113,0.483271,0.000000,14.382900,21.373259
john_2328,excluded,950,PLEASE,please,277,0.13371958,0.469314,0.000000,16.581227,21.437292
john_2328,excluded,951,OBJECTS,objects,346,0.15208372,0.430636,0.000000,18.858382,21.029573
john_2328,excluded,952,THINKING,thinking,324,0.13983473,0.385802,0.000000,17.339506,19.461790
john_2328,excluded,953,NICE,nice,232,0.06917408,0.594828,0.000000,8.577586,14.503359
john_2328,excluded,954,PEERING,peering,277,0.15671946,0.335740,0.000000,19.433213,21.030836
john_2328,excluded,955,SUCCEED,succeed,310,0.17596254,0.406452,0.000000,21.819355,23.013312
john_2328,excluded,956,BLOCKED,blocked,314,0.13483666,0.455414,0.000000,16.719745,19.802314
john_2328,excluded,957,TAXATION,taxation,314,0.13414321,0.455414,0.000000,16.633758,22.139747
john_2328,excluded,958,PUMPING,pumping,340,0.16551233,0.370588,0.000000,20.523529,22.645790
john_2328,excluded,959,KNEES,knees,282,0.10315145,0.595745,0.000000,12.790780,20.209774
john_2328,excluded,96,DO,do,198,0.05901760,0.777778,0.000000,7.318182,18.403304
john_2328,excluded,960,SPOONFUL,spoonful,371,0.09927398,0.512129,0.000000,12.309973,18.529597
john_2328,excluded,961,THROUGH,through,359,0.14042142,0.395543,0.000000,17.412256,22.575468
john_2328,excluded,962,CALLED,called,276,0.11094554,0.547101,0.000000,13.757246,19.713779
john_2328,excluded,963,QUOTA,quota,271,0.10817165,0.553506,0.000000,13.413284,20.212498
john_2328,excluded,964,TREASURY,treasury,366,0.13048652,0.333333,0.000000,16.180328,20.918140
john_2328,excluded,965,INTERACTIONS,interactions,424,0.14053941,0.422170,0.000000,17.426887,22.461273
john_2328,excluded,966,MUCH,much,257,0.08425380,0.544747,0.000000,10.447471,16.406265
john_2328,excluded,967,TRADITIONAL,traditional,365,0.11352187,0.435616,0.000000,14.076712,20.114048
john_2328,excluded,968,SUPERMAN,superman,368,0.13720635,0.350543,0.000000,17.013587,19.673347
john_2328,excluded,969,RECYCLING,recycling,339,0.15845942,0.389381,0.000000,19.648968,21.786523
john_2328,excluded,97,DISCOURAGING,discouraging,437,0.15178637,0.386728,0.000000,18.821510,21.396982
john_2328,excluded,970,BAROQUE,baroque,296,0.10712729,0.442568,0.000000,13.283784,18.026085
john_2328,excluded,971,SPEAK,speak,225,0.17971326,0.448889,0.000000,22.284444,25.509719
john_2328,excluded,972,INSULATION,insulation,336,0.14602535,0.446429,0.000000,18.107143,23.668981
john_2328,excluded,973,BORROWER,borrower,308,0.11400293,0.428571,0.000000,14.136364,19.637814
john_2328,excluded,974,USE,use,225,0.08283154,0.657778,0.000000,10.271111,18.160575
john_2328,excluded,975,BOYS,boys,228,0.07265139,0.714912,0.000000,9.008772,18.142224
john_2328,excluded,976,LAMB,lamb,230,0.08548387,0.530435,0.000000,10.600000,15.988746
john_2328,excluded,977,ROMAN,roman,245,0.06306781,0.522449,0.000000,7.820408,13.083109
john_2328,excluded,978,TURN,turn,240,0.09489247,0.550000,0.000000,11.766667,18.857241
john_2328,excluded,979,CAN,can,193,0.09414173,0.585492,0.000000,11.673575,19.124684
john_2328,excluded,98,BYPASS,bypass,286,0.09209339,0.583916,0.000000,11.419580,17.608966
john_2328,excluded,980,MACHINERY,machinery,337,0.14707572,0.379822,0.000000,18.237389,20.445847
john_2328,excluded,981,SOCKET,socket,304,0.10316744,0.440789,0.000000,12.792763,17.113009
john_2328,excluded,982,TIE,tie,188,0.11037234,0.627660,0.000000,13.686170,22.245067
john_2328,excluded,983,COMMUNICATE,communicate,388,0.16804539,0.347938,0.000000,20.837629,22.801291
john_2328,excluded,984,POOREST,poorest,299,0.11851332,0.525084,0.000000,14.695652,20.505591
john_2328,excluded,985,RIGHT,right,239,0.13341881,0.493724,0.000000,16.543933,21.210372
john_2328,excluded,986,STAGE,stage,270,0.13649940,0.488889,0.000000,16.925926,22.112048
john_2328,excluded,987,COURT,court,301,0.08576251,0.548173,0.000000,10.634551,17.586596
john_2328,excluded,988,RULES,rules,264,0.09689638,0.560606,0.000000,12.015152,18.359617
john_2328,excluded,989,QUESTIONING,questioning,386,0.15305867,0.393782,0.000000,18.979275,22.217474
john_2328,excluded,99,SEASONS,seasons,287,0.06586490,0.578397,0.000000,8.167247,15.836487
john_2328,excluded,990,FREQUENTLY,frequently,412,0.20161290,0.271845,0.000000,25.000000,25.887265
john_2328,excluded,991,PLAYERS,players,271,0.13370432,0.505535,0.000000,16.579336,22.792991
john_2328,excluded,992,ROVER,rover,264,0.09500244,0.526515,0.000000,11.780303,18.427711
john_2328,excluded,993,PLACE,place,258,0.12675044,0.511628,0.000000,15.717054,21.659660
john_2328,excluded,994,CALL,call,233,0.09774332,0.678112,0.000000,12.120172,21.078703
john_2328,excluded,995,ACCEPTANCE,acceptance,393,0.17668062,0.374046,0.000000,21.908397,22.279436
john_2328,excluded,996,UNDERWENT,underwent,360,0.19545251,0.391667,0.000000,24.236111,26.306998
john_2328,excluded,997,DINOSAURS,dinosaurs,332,0.12155072,0.439759,0.000000,15.072289,20.612771
john_2328,excluded,998,UP,up,175,0.08414747,0.651429,0.000000,10.434286,18.327652
john_2328,excluded,999,HOPES,hopes,251,0.13295206,0.498008,0.000000,16.486056,23.474722
john_2328,raw,0,CAMERA,camera,282,0.09282773,0.528369,0.000000,11.510638,16.796072
john_2328,raw,1,PRESCRIPTION,prescription,465,0.15546306,0.359140,0.000000,19.277419,22.665934
john_2328,raw,10,CHEESE,cheese,313,0.19620221,0.418530,0.000000,24.329073,25.446499
john_2328,raw,100,DOG,dog,232,0.11505840,0.590517,0.000000,14.267241,22.502053
john_2328,raw,1000,LOT,lot,185,0.07083697,0.702703,0.000000,8.783784,18.990944
john_2328,raw,1001,ACCEPT,accept,307,0.15225386,0.397394,0.000000,18.879479,21.503014
john_2328,raw,1002,PRESENTATION,presentation,376,0.15577814,0.452128,0.000000,19.316489,24.119899
john_2328,raw,1003,DROVE,drove,224,0.14483727,0.500000,0.000000,17.959821,27.202337
john_2328,raw,1004,ANY,any,183,0.07438745,0.666667,0.000000,9.224044,16.742638
john_2328,raw,1005,WANT,want,249,0.08848296,0.602410,0.000000,10.971888,20.277869
john_2328,raw,1006,CAPITAL,capital,265,0.15109556,0.513208,0.000000,18.735849,25.837921
john_2328,raw,1007,SMART,smart,240,0.05336022,0.533333,0.000000,6.616667,10.809474
john_2328,raw,1008,ALLERGIC,allergic,295,0.13165664,0.474576,0.000000,16.325424,21.103840
john_2328,raw,1009,RACE,race,215,0.11132783,0.483721,0.000000,13.804651,16.724553
john_2328,raw,101,MY,my,204,0.06087919,0.725490,0.000000,7.549020,17.247408
john_2328,raw,1010,LOCATION,location,287,0.10818253,0.585366,0.000000,13.414634,22.178376
john_2328,raw,1011,TREASURE,treasure,296,0.17063535,0.391892,0.000000,21.158784,24.903160
john_2328,raw,1012,THAT,that,196,0.17787196,0.479592,0.000000,22.056122,29.023247
john_2328,raw,1013,LOOSES,looses,256,0.05714466,0.734375,0.000000,7.085938,14.448739
john_2328,raw,1014,AGAIN,again,220,0.09677419,0.595455,0.000000,12.000000,19.344015
john_2328,raw,1015,EXERCISE,exercise,310,0.19471904,0.319355,0.000000,24.145161,24.647480
john_2328,raw,1016,FOUND,found,230,0.06907433,0.508696,0.000000,8.565217,16.038611
john_2328,raw,1017,NOT,not,187,0.02880800,0.673797,0.000000,3.572193,8.184299
john_2328,raw,1018,MUSIC,music,260,0.10331886,0.388462,0.000000,12.811538,17.694172
john_2328,raw,1019,SUBURBS,suburbs,316,0.10374132,0.512658,0.000000,12.863924,17.696559
john_2328,raw,102,NOON,noon,237,0.11195046,0.535865,0.000000,13.881857,26.687810
john_2328,raw,1020,WERE,were,211,0.11141263,0.545024,0.000000,13.815166,20.215169
john_2328,raw,1021,BEFORE,before,267,0.08710886,0.614232,0.000000,10.801498,17.339578
john_2328,raw,1022,FEELING,feeling,264,0.11601906,0.515152,0.000000,14.386364,18.636941
john_2328,raw,1023,ADVANCE,advance,263,0.18263216,0.323194,0.000000,22.646388,21.964551
john_2328,raw,1024,FACTS,facts,229,0.12050993,0.510917,0.000000,14.943231,22.048999
john_2328,raw,1025,PARTY,party,229,0.08740668,0.532751,0.000000,10.838428,16.644632
john_2328,raw,1026,RIDING,riding,265,0.11192940,0.566038,0.000000,13.879245,21.923205
john_2328,raw,1027,OLD,old,194,0.05719987,0.757732,0.000000,7.092784,13.894731
john_2328,raw,1028,DENIAL,denial,243,0.13430904,0.481481,0.000000,16.654321,23.190122
john_2328,raw,1029,POLITICAL,political,290,0.11713014,0.568966,0.000000,14.524138,22.177367
john_2328,raw,103,RACKETBALL,racketball,380,0.17977504,0.436842,0.000000,22.292105,24.335515
john_2328,raw,1030,CAKE,cake,206,0.16281710,0.470874,0.000000,20.189320,23.516945
john_2328,raw,1031,CELLS,cells,229,0.11191717,0.611354,0.000000,13.877729,21.873253
john_2328,raw,1032,SNAKE,snake,249,0.12061148,0.365462,0.000000,14.955823,16.740701
john_2328,raw,1033,DORMITORY,dormitory,317,0.09110105,0.552050,0.000000,11.296530,20.973931
john_2328,raw,1034,ASKED,asked,241,0.06424843,0.593361,0.000000,7.966805,12.817541
john_2328,raw,1035,BITES,bites,242,0.12526660,0.619835,0.000000,15.533058,23.120618
john_2328,raw,1036,GUIDELINES,guidelines,346,0.12420753,0.528902,0.000000,15.401734,20.034447
john_2328,raw,1037,POISONOUS,poisonous,322,0.05762873,0.723602,0.000000,7.145963,15.614747
john_2328,raw,1038,WITHOUT,without,292,0.12825895,0.489726,0.000000,15.904110,22.774303
john_2328,raw,1039,RUN,run,191,0.04982267,0.722513,0.000000,6.178010,15.566434
john_2328,raw,104,ECONOMY,economy,327,0.10582519,0.516820,0.000000,13.122324,21.269719
john_2328,raw,1040,JAMMED,jammed,242,0.12593308,0.475207,0.000000,15.615702,22.463125
john_2328,raw,1041,CENTURY,century,294,0.11345183,0.564626,0.000000,14.068027,21.901499
john_2328,raw,1042,DASHING,dashing,258,0.10927732,0.422481,0.000000,13.550388,18.601059
john_2328,raw,1043,CONCENTRATE,concentrate,374,0.15876747,0.411765,0.000000,19.687166,21.582351
john_2328,raw,1044,PIMP,pimp,224,0.07841302,0.616071,0.000000,9.723214,17.529928
john_2328,raw,1045,ASPIRATIONS,aspirations,426,0.09741784,0.572770,0.000000,12.079812,20.066982
john_2328,raw,1046,LARGEST,largest,288,0.13695677,0.503472,0.000000,16.982639,21.928776
john_2328,raw,1047,WATER,water,235,0.15662320,0.463830,0.000000,19.421277,25.003259
john_2328,raw,1048,STIMULUS,stimulus,284,0.12122331,0.531690,0.000000,15.031690,23.137427
john_2328,raw,1049,CLAUS,claus,227,0.08103595,0.674009,0.000000,10.048458,19.620683
john_2328,raw,105,LYDIA,lydia,275,0.05832845,0.629091,0.000000,7.232727,15.110154
john_2328,raw,1050,FOURTH,fourth,245,0.08268598,0.620408,0.000000,10.253061,18.082838
john_2328,raw,1051,PROFIT,profit,249,0.10762404,0.650602,0.000000,13.345382,25.533999
john_2328,raw,1052,NOBODY,nobody,261,0.14046471,0.551724,0.000000,17.417625,27.718030
john_2328,raw,1053,PUNISHMENT,punishment,334,0.15320166,0.338323,0.000000,18.997006,23.327979
john_2328,raw,1054,POPULARITY,popularity,337,0.15119173,0.430267,0.000000,18.747774,23.949722
john_2328,raw,1055,HEAD,head,204,0.14199873,0.426471,0.000000,17.607843,26.694406
john_2328,raw,1056,NOTHING,nothing,254,0.14062103,0.417323,0.000000,17.437008,24.051494
john_2328,raw,1057,HANDLE,handle,232,0.09955506,0.474138,0.000000,12.344828,17.201696
john_2328,raw,1058,MICROSCOPES,microscopes,366,0.11927111,0.530055,0.000000,14.789617,20.977011
john_2328,raw,1059,TONIGHT,tonight,265,0.11920268,0.543396,0.000000,14.781132,21.814770
john_2328,raw,106,NATION,nation,301,0.08975458,0.461794,0.000000,11.129568,16.474681
john_2328,raw,1060,BLAZING,blazing,251,0.09924817,0.533865,0.000000,12.306773,20.970039
john_2328,raw,1061,RELIGION,religion,292,0.09020106,0.616438,0.000000,11.184932,19.031878
john_2328,raw,1062,NATION,nation,246,0.10106871,0.646341,0.000000,12.532520,22.851166
john_2328,raw,1063,CARD,card,190,0.11345501,0.526316,0.000000,14.068421,21.596309
john_2328,raw,1064,DAILY,daily,206,0.10624804,0.621359,0.000000,13.174757,24.076910
john_2328,raw,1065,HAVING,having,219,0.10715864,0.497717,0.000000,13.287671,18.913511
john_2328,raw,1066,CONTRAST,contrast,277,0.13005124,0.487365,0.000000,16.126354,23.014716
john_2328,raw,1067,LIMITED,limited,282,0.12348433,0.521277,0.000000,15.312057,24.039310
john_2328,raw,1068,AS,as,156,0.06777295,0.717949,0.000000,8.403846,20.342824
john_2328,raw,1069,LOT,lot,167,0.06234306,0.461078,0.000000,7.730539,16.644374
john_2328,raw,107,WEEK,week,286,0.17665802,0.374126,0.000000,21.905594,23.221527
john_2328,raw,1070,SPEECH,speech,267,0.21366437,0.374532,0.000000,26.494382,27.483515
john_2328,raw,1071,DRY,dry,181,0.08857601,0.701657,0.000000,10.983425,22.968505
john_2328,raw,1072,BIRD,bird,213,0.06341814,0.751174,0.000000,7.863850,17.899963
john_2328,raw,1073,HOW,how,172,0.06493811,0.633721,0.000000,8.052326,16.243519
john_2328,raw,1074,MOVIE,movie,211,0.10143709,0.630332,0.000000,12.578199,24.171726
john_2328,raw,1075,SAY,say,176,0.06020894,0.676136,0.000000,7.465909,16.750813
john_2328,raw,1076,ANNIVERSARY,anniversary,368,0.10955032,0.442935,0.000000,13.584239,19.941449
john_2328,raw,1077,SOUND,sound,223,0.06202083,0.766816,0.000000,7.690583,18.729805
john_2328,raw,1078,SEASONED,seasoned,300,0.11322581,0.503333,0.000000,14.040000,19.735038
john_2328,raw,1079,THIGH,thigh,227,0.11833878,0.563877,0.000000,14.674009,22.452679
john_2328,raw,108,FIND,find,297,0.09726295,0.515152,0.000000,12.060606,19.046365
john_2328,raw,1080,MONKEY,monkey,250,0.08919355,0.552000,0.000000,11.060000,17.073266
john_2328,raw,1081,SIGN,sign,216,0.10315860,0.620370,0.000000,12.791667,21.159407
john_2328,raw,1082,QUESTIONING,questioning,342,0.13577627,0.391813,0.000000,16.836257,20.928647
john_2328,raw,1083,AVOIDED,avoided,261,0.12513904,0.613027,0.000000,15.517241,25.377395
john_2328,raw,1084,BROKEN,broken,249,0.05826532,0.610442,0.000000,7.224900,14.063169
john_2328,raw,1085,WHEN,when,214,0.13351673,0.551402,0.000000,16.556075,27.126807
john_2328,raw,1086,PARKWAYS,parkways,300,0.08793011,0.473333,0.000000,10.903333,17.154027
john_2328,raw,1087,ROCKS,rocks,230,0.05066620,0.652174,0.000000,6.282609,13.271190
john_2328,raw,1088,LYDIA,lydia,243,0.06879729,0.683128,0.000000,8.530864,18.766326
john_2328,raw,1089,A,a,124,0.03947711,0.830645,0.000000,4.895161,14.792009
john_2328,raw,109,PARKWAYS,parkways,370,0.09228422,0.491892,0.000000,11.443243,16.788776
john_2328,raw,1090,TEACHING,teaching,284,0.15842231,0.404930,0.000000,19.644366,23.586004
john_2328,raw,1091,PRIORITIES,priorities,342,0.11436521,0.535088,0.000000,14.181287,22.528005
