snapshot_date,split_id,protocol,seed,subject,partition,n_samples,n_unique_labels,T_min,T_median,T_mean,T_max,total_frames,overall_mean_contact,all_zero_samples,all_one_samples,dead_channels,label_occurrence_hist_json,smartpalate_mapped_channels,smartpalate_missing_channels_n,smartpalate_duplicate_channels_n
2026-02-24,P3_subj3to2_seed3,P3,3,subj3to2,test,1161,1161,106,196.000,207.989664,440,241476,0.20271860,0,0,10,"{""1"": 1161}",120,4,5
2026-02-24,P3_subj3to2_seed3,P3,3,subj3to2,train,1111,1111,90,282.000,290.294329,532,322517,0.12266405,0,0,0,"{""1"": 1111}",120,4,5
2026-02-25,P3MS_subj23to1_seed0,P3MS,0,subj23to1,competition,100,50,132,237.000,241.420000,401,24142,0.14961912,0,0,0,"{""2"": 50}",120,4,5
2026-02-25,P3MS_subj23to1_seed0,P3MS,0,subj23to1,test,1161,1161,113,234.000,245.454780,461,284973,0.18759273,0,0,3,"{""1"": 1161}",120,4,5
2026-02-25,P3MS_subj23to1_seed0,P3MS,0,subj23to1,train,2222,1111,94,244.000,249.511701,532,554415,0.15610802,0,0,0,"{""2"": 1111}",120,4,5
2026-02-25,P3MS_subj23to1_seed1,P3MS,1,subj23to1,competition,100,50,109,253.000,258.000000,445,25800,0.16273193,0,0,0,"{""2"": 50}",120,4,5
2026-02-25,P3MS_subj23to1_seed1,P3MS,1,subj23to1,test,1161,1161,113,234.000,244.799311,445,284212,0.18727513,0,0,3,"{""1"": 1161}",120,4,5
2026-02-25,P3MS_subj23to1_seed1,P3MS,1,subj23to1,train,2222,1111,95,243.000,249.073807,534,553442,0.15606331,0,0,0,"{""2"": 1111}",120,4,5
2026-02-25,P3MS_subj23to1_seed2,P3MS,2,subj23to1,competition,100,50,111,240.500,247.970000,457,24797,0.15580611,0,0,0,"{""2"": 50}",120,4,5
2026-02-25,P3MS_subj23to1_seed2,P3MS,2,subj23to1,test,1161,1161,124,234.000,244.875108,448,284300,0.18766489,0,0,3,"{""1"": 1161}",120,4,5
2026-02-25,P3MS_subj23to1_seed2,P3MS,2,subj23to1,train,2222,1111,88,244.000,249.617462,524,554650,0.15606782,0,0,0,"{""2"": 1111}",120,4,5
2026-02-25,P3MS_subj23to1_seed3,P3MS,3,subj23to1,competition,100,50,120,246.500,251.640000,445,25164,0.15350430,0,0,0,"{""2"": 50}",120,4,5
2026-02-25,P3MS_subj23to1_seed3,P3MS,3,subj23to1,test,1161,1161,124,236.000,245.537468,501,285069,0.18790779,0,0,3,"{""1"": 1161}",120,4,5
2026-02-25,P3MS_subj23to1_seed3,P3MS,3,subj23to1,train,2222,1111,95,243.000,248.938344,534,553141,0.15684231,0,0,0,"{""2"": 1111}",120,4,5
2026-02-25,P3MS_subj13to2_seed0,P3MS,0,subj13to2,competition,100,50,148,259.500,260.550000,401,26055,0.14743347,0,0,0,"{""2"": 50}",120,4,5
2026-02-25,P3MS_subj13to2_seed0,P3MS,0,subj13to2,test,1161,1161,103,195.000,206.962963,454,240284,0.20304468,0,0,10,"{""1"": 1161}",120,4,5
2026-02-25,P3MS_subj13to2_seed0,P3MS,0,subj13to2,train,2222,1111,94,260.000,268.264176,532,596083,0.15236489,0,0,0,"{""2"": 1111}",120,4,5
2026-02-25,P3MS_subj13to2_seed1,P3MS,1,subj13to2,competition,100,50,147,268.500,279.320000,445,27932,0.15870195,0,0,0,"{""2"": 50}",120,4,5
2026-02-25,P3MS_subj13to2_seed1,P3MS,1,subj13to2,test,1161,1161,103,197.000,208.569337,413,242149,0.20291675,0,0,10,"{""1"": 1161}",120,4,5
2026-02-25,P3MS_subj13to2_seed1,P3MS,1,subj13to2,train,2222,1111,95,259.000,267.347885,534,594047,0.15202199,0,0,0,"{""2"": 1111}",120,4,5
2026-02-25,P3MS_subj13to2_seed2,P3MS,2,subj13to2,competition,100,50,124,247.000,264.710000,457,26471,0.15352681,0,0,0,"{""2"": 50}",120,4,5
2026-02-25,P3MS_subj13to2_seed2,P3MS,2,subj13to2,test,1161,1161,100,196.000,207.789836,413,241244,0.20319432,0,0,9,"{""1"": 1161}",120,4,5
2026-02-25,P3MS_subj13to2_seed2,P3MS,2,subj13to2,train,2222,1111,88,260.000,267.885689,524,595242,0.15199665,0,0,0,"{""2"": 1111}",120,4,5
2026-02-25,P3MS_subj13to2_seed3,P3MS,3,subj13to2,competition,100,50,150,267.000,270.670000,445,27067,0.15084819,0,0,0,"{""2"": 50}",120,4,5
2026-02-25,P3MS_subj13to2_seed3,P3MS,3,subj13to2,test,1161,1161,106,198.000,209.302326,454,243000,0.20297989,0,0,10,"{""1"": 1161}",120,4,5
2026-02-25,P3MS_subj13to2_seed3,P3MS,3,subj13to2,train,2222,1111,95,258.000,267.328533,534,594004,0.15277460,0,0,0,"{""2"": 1111}",120,4,5
2026-02-25,P3MS_subj12to3_seed0,P3MS,0,subj12to3,competition,100,50,132,209.500,222.370000,396,22237,0.18082040,0,0,2,"{""2"": 50}",120,4,5
2026-02-25,P3MS_subj12to3_seed0,P3MS,0,subj12to3,test,1161,1161,88,283.000,289.761413,534,336413,0.12213880,0,0,0,"{""1"": 1161}",120,4,5
2026-02-25,P3MS_subj12to3_seed0,P3MS,0,subj12to3,train,2222,1111,100,217.000,226.956346,461,504297,0.19497049,0,0,0,"{""2"": 1111}",120,4,5
2026-02-25,P3MS_subj12to3_seed1,P3MS,1,subj12to3,competition,100,50,109,230.000,237.580000,395,23758,0.19900529,0,0,1,"{""2"": 50}",120,4,5
2026-02-25,P3MS_subj12to3_seed1,P3MS,1,subj12to3,test,1161,1161,88,284.000,289.862188,515,336530,0.12195955,0,0,0,"{""1"": 1161}",120,4,5
2026-02-25,P3MS_subj12to3_seed1,P3MS,1,subj12to3,train,2222,1111,100,216.000,226.451845,445,503176,0.19457620,0,0,1,"{""2"": 1111}",120,4,5
2026-02-25,P3MS_subj12to3_seed2,P3MS,2,subj12to3,competition,100,50,111,221.000,228.660000,414,22866,0.19115471,0,0,1,"{""2"": 50}",120,4,5
2026-02-25,P3MS_subj12to3_seed2,P3MS,2,subj12to3,test,1161,1161,95,283.000,290.147287,534,336861,0.12219298,0,0,0,"{""1"": 1161}",120,4,5
2026-02-25,P3MS_subj12to3_seed2,P3MS,2,subj12to3,train,2222,1111,100,217.500,227.046805,445,504498,0.19426238,0,0,1,"{""2"": 1111}",120,4,5
2026-02-25,P3MS_subj12to3_seed3,P3MS,3,subj12to3,competition,100,50,120,214.500,228.880000,445,22888,0.19579213,0,0,1,"{""2"": 50}",120,4,5
2026-02-25,P3MS_subj12to3_seed3,P3MS,3,subj12to3,test,1161,1161,88,283.000,290.426357,511,337185,0.12156173,0,0,0,"{""1"": 1161}",120,4,5
2026-02-25,P3MS_subj12to3_seed3,P3MS,3,subj12to3,train,2222,1111,105,217.000,226.403690,501,503069,0.19447182,0,0,0,"{""2"": 1111}",120,4,5
2026-02-25,P2K_subj3_seed0_k1,P2K,0,subj3,competition,50,50,186,294.000,301.080000,532,15054,0.12316574,0,0,0,"{""1"": 50}",120,4,5
2026-02-25,P2K_subj3_seed0_k1,P2K,0,subj3,test,363,363,96,279.000,288.292011,524,104650,0.11805257,0,0,0,"{""1"": 363}",120,4,5
2026-02-25,P2K_subj3_seed0_k1,P2K,0,subj3,train,313,313,147,281.000,286.875399,485,89792,0.12028067,0,0,0,"{""1"": 313}",120,4,5
2026-02-25,P2K_subj3_seed1_k1,P2K,1,subj3,competition,50,50,180,282.500,288.060000,426,14403,0.11594359,0,0,2,"{""1"": 50}",120,4,5
2026-02-25,P2K_subj3_seed1_k1,P2K,1,subj3,test,363,363,90,285.000,290.325069,532,105388,0.12008123,0,0,0,"{""1"": 363}",120,4,5
2026-02-25,P2K_subj3_seed1_k1,P2K,1,subj3,train,313,313,95,279.000,288.699681,524,90363,0.11662397,0,0,0,"{""1"": 313}",120,4,5
2026-02-25,P2K_subj3_seed2_k1,P2K,2,subj3,competition,50,50,178,273.000,288.420000,446,14421,0.11329524,0,0,4,"{""1"": 50}",120,4,5
2026-02-25,P2K_subj3_seed2_k1,P2K,2,subj3,test,363,363,124,282.000,291.294766,515,105740,0.11861855,0,0,0,"{""1"": 363}",120,4,5
2026-02-25,P2K_subj3_seed2_k1,P2K,2,subj3,train,313,313,95,282.000,285.543131,502,89375,0.12113774,0,0,0,"{""1"": 313}",120,4,5
2026-02-25,P2K_subj3_seed3_k1,P2K,3,subj3,competition,50,50,165,286.000,284.960000,402,14248,0.11510501,0,0,4,"{""1"": 50}",120,4,5
2026-02-25,P2K_subj3_seed3_k1,P2K,3,subj3,test,363,363,95,281.000,287.333333,505,104302,0.11840493,0,0,0,"{""1"": 363}",120,4,5
2026-02-25,P2K_subj3_seed3_k1,P2K,3,subj3,train,313,313,90,280.000,286.958466,457,89818,0.12076518,0,0,0,"{""1"": 313}",120,4,5
2026-02-25,P2K_subj3_seed0_k2,P2K,0,subj3,competition,100,50,186,288.000,298.690000,532,29869,0.12164327,0,0,0,"{""2"": 50}",120,4,5
2026-02-25,P2K_subj3_seed0_k2,P2K,0,subj3,test,363,363,96,279.000,288.292011,524,104650,0.11805257,0,0,0,"{""1"": 363}",120,4,5
2026-02-25,P2K_subj3_seed0_k2,P2K,0,subj3,train,626,313,90,281.000,286.126198,515,179115,0.12041309,0,0,0,"{""2"": 313}",120,4,5
2026-02-25,P2K_subj3_seed1_k2,P2K,1,subj3,competition,100,50,174,271.000,283.400000,444,28340,0.11895901,0,0,0,"{""2"": 50}",120,4,5
2026-02-25,P2K_subj3_seed1_k2,P2K,1,subj3,test,363,363,90,285.000,290.325069,532,105388,0.12008123,0,0,0,"{""1"": 363}",120,4,5
2026-02-25,P2K_subj3_seed1_k2,P2K,1,subj3,train,626,313,95,282.000,288.944089,524,180879,0.11920560,0,0,0,"{""2"": 313}",120,4,5
2026-02-25,P2K_subj3_seed2_k2,P2K,2,subj3,competition,100,50,178,282.500,292.830000,524,29283,0.11613917,0,0,2,"{""2"": 50}",120,4,5
2026-02-25,P2K_subj3_seed2_k2,P2K,2,subj3,test,363,363,124,282.000,291.294766,515,105740,0.11861855,0,0,0,"{""1"": 363}",120,4,5
2026-02-25,P2K_subj3_seed2_k2,P2K,2,subj3,train,626,313,90,282.500,286.568690,532,179392,0.12011356,0,0,0,"{""2"": 313}",120,4,5
2026-02-25,P2K_subj3_seed3_k2,P2K,3,subj3,competition,100,50,103,294.500,289.920000,402,28992,0.11378806,0,0,2,"{""2"": 50}",120,4,5
2026-02-25,P2K_subj3_seed3_k2,P2K,3,subj3,test,363,363,95,281.000,287.333333,505,104302,0.11840493,0,0,0,"{""1"": 363}",120,4,5
2026-02-25,P2K_subj3_seed3_k2,P2K,3,subj3,train,626,313,90,281.000,288.174121,524,180397,0.12088133,0,0,0,"{""2"": 313}",120,4,5
